Company,Contact Address,Specialization,Unnamed: 3,Website,Email
"Kaneriya Technologies
Limited, Valsad","Website: www.kaneriya.com Email:
info@kaneriya.com","Software consultancy, Web applications, Data
processing / conversion, HR placement / training",,www.kaneriya.com,info@kaneriya.com
"Karvy Consultants Ltd,
Hyderabad","Website: www.karvy.com Email:
jram@karvy.com","Data Processing, Web Based Financial Portal,
Medical Transcription",,www.karvy.com,jram@karvy.com
"Kaytek Computer Services
Pvt. Ltd., Mumbai","Website: www.ekaytek.com Email:
kaytek.mkhatri@axcess.net.in","Small Business Systems, Consultancy, ERP / MRP
Solutions, Object Oriented Analysis / Design",,www.ekaytek.com,kaytek.mkhatri@axcess.net.in
"KCC Software Ltd, New
Delhi","Website: www.kcc-india.com Email:
kccsw@nda.vsnl.net.in","Software Development, Internet & E-Commerce, I T
Trainning, On-stie services",,www.kcc-india.com,kccsw@nda.vsnl.net.in
"Keane India Ltd, Noida","Website: www.keane.com Email:
ds.madan@keane.com","Turnkey Offshore development projects &
maintenance of large legacy systems, R&D for Client-
server enviroments",,www.keane.com,ds.madan@keane.com
"Kejriwal Computers Limited,
Calcutta","Website: www.kejriwal.com Email:
kecomp@cal.vsnl.net.in","Financial Service and Stock Broking, Production and
Sales Management, Purchase and Inventory
Management, IT enabled off-shore Data Processing",,www.kejriwal.com,kecomp@cal.vsnl.net.in
"Kernex Micro Systems
(India) Ltd., Hyderabad","Website: www.kernex.stph.net Email:
rajulv@kernex.stph.net","eCommerce & Internet Technologies, Object oriented
design/programming, RealTime & Embedded System,
System Software & Network Technologies",,www.kernex.stph.net,rajulv@kernex.stph.net
"Kirloskar Computer Services
Ltd., Bangalore","Website: www.kcsl.com Email:
ashim@kcsl.com","Distribution, Manufacturing, Internet & Intranet,
Engineering",,www.kcsl.com,ashim@kcsl.com
"KLG Systel Ltd., Gurgaon","Website: www.klgsystel Email:
kumudg@klgsystel.com","Computer Aided Design & Engineering (CAD/CAE),
Project Management, Supply Chain Solutions and
Manufacturing Execution Systems, Business to
Business Internet Solutions, Manufacturing and
Automation System, Consulting - Development and
Education",,www.klgsystel,kumudg@klgsystel.com
"KMG Infotech Pvt Ltd,",Website: www.kmgus.com Email:,"IT consultancy & software development, Insurance",,www.kmgus.com,
Bangalore,shailly.Arora@kmgus.com,"solution, SCM solution, Web enabling of legacy & E-
commerce",,,
"KPIT Infosystems Limited.,
Pune","Website: www.kpit.com Email:
umap@kpit.com","Implementation of Oracle ERP/Data Marts / OLAP
Solutions, Banking & Financial Services Solutions, E-
commerce, Internet & Web Application, Control",,www.kpit.com,umap@kpit.com
Company,Contact Address,Specialization,,,
,,"Automation & Engineering Solutions, Platform
Migration",,,
"Krupp Industries India Ltd.,
Pune","Website: www.thyssenkrupp.com Email:
sane_s@ki.krupp.com",Project Management And Consultancy,,www.thyssenkrupp.com,sane_s@ki.krupp.com
"Kurade I - Net Pvt.Ltd, New
Delhi","Website: www.kurade.com Email:
inet_ltd@yahoo.com","Internet, Software Development, E- Commerce, Web
Development",,www.kurade.com,inet_ltd@yahoo.com
"Labh Software Pvt Ltd,
Mumbai","Website: www.labhsoftware.com Email:
info@labhsoftware.com","B2B, B2C Portal & E-commerce Solutions, Web
enabled & CIL, server based application, Lagacy
system migration, customised software development",,www.labhsoftware.com,info@labhsoftware.com
"Lambent Technologies Pvt
Ltd, Nagpur","Website: www.lambenttek.com Email:
shashi@lambenttek.com","E-commerce & internet services, Mobile Computing,
Client Server computing, Application development",,www.lambenttek.com,shashi@lambenttek.com
"Lanco Global Systems
Limited, Hyderabad","Website: www.lancogroup.com Email:
sourav_b@lancoglobal.com","Networking Solutions, ERP, Internet, Web
Development & E-commerce",,www.lancogroup.com,sourav_b@lancoglobal.com
"Landmark Infotech Systems
& Solutions Pvt Ltd, Chennai",Website: www.liftss.com,"Applied IT Training, Biometric Software solutions,
Retail/Suply chain solutions, Logistics",,www.liftss.com,
"Larsen & Toubro Infotech
Limited, Mumbai","Website: www.lntinfotech.com Email: asg-
isd@powai.ltindia.com","End-to-end service provider. Domain solutions,
Technology solutions, Business solutions, Re-
engineering, SLA based maintenance &
enhancement, porting/migration SEI-CMM Level-4",,www.lntinfotech.com,"asg-
isd@powai.ltindia.com"
"Laser Soft Infosystems Ltd,
Chennai","Website: www.lsisl.com Email:
lsi@vsnl.com","Banking, Trade Finance, Healthcare, E-commerce",,www.lsisl.com,lsi@vsnl.com
"Lateral Software Technology
Pvt Ltd, Chennai","Website: www.lateralsoftware.com Email:
patrick@naturesoft.net","Education Training on Linux, Open Sources & Linux,
software Development, e-business Enabled",,www.lateralsoftware.com,patrick@naturesoft.net
"Lawkim Ltd (ITES
Division),Mumbai","Website: www.lawkimindia.com Email:
anwer_bagdadi@lawkimindia.com","Call Centre, Training, Software development,
Consultancy",,www.lawkimindia.com,anwer_bagdadi@lawkimindia.com
"Lee & Nee Softwares
(Exports) Ltd., Calcutta","Website: www.lnsel.com Email:
sales@lnsel.com","Internet Service Provider, Internet & Intranet
solutions, value added services as E-commerce,
Multimedia Applications, ERP solutions
Implementations",,www.lnsel.com,sales@lnsel.com
"Leo Infotech (P) Ltd.,
Bangalore","Website: www.leoinfo.com Email:
leoinfo@vsnl.com","e-com Solutions , Software Solutions Websites &
Web hosting, GIS - Remote sensig (linked with ISRO)",,www.leoinfo.com,leoinfo@vsnl.com
"LG Soft India Pvt. Ltd.,
Bangalore","Website: www.lg-soft.com Email:
lgsi@stpb.soft.net/ritesh@lgsi.co.in","Emerging Technologies, E-Commerce, Enterprise
systems, Embedded Systems, Systems Integration /
Systems management",,www.lg-soft.com,lgsi@stpb.soft.net/ritesh@lgsi.co.in
"Linc Software Services Pvt.
Ltd., Bangalore","Website: www.lincsoftware.com Email:
lincindia@lincsoftware.soft.net","AS/400 - based software development and services,
ERP Solution Providers, Restructuring Services
(Year2000 and Euro), Product Marketing",,www.lincsoftware.com,lincindia@lincsoftware.soft.net
"Lipi Infosoft Limited, Mumbai","Website: www.lipiinfosoft.com Email:
psinghal@lipidata.com","Web enabled services, Training, Ebusiness, ERP for
SMEs",,www.lipiinfosoft.com,psinghal@lipidata.com
"Live Tech Solutions (P) Ltd,
Hyderabad","Website: www.livetechsolutions.com Email:
swarna@livetechsolutions.com","Wireless solutions, Embedded Technologies,
eCommerce & Internet Technologies, Client/Server
Technologies",,www.livetechsolutions.com,swarna@livetechsolutions.com
"Logica Pvt Ltd, Bangalore",Email: Info-in@Logica.com,": Financial products and solutions,
Telecommunications, Energy and Utilities, Systems,
integration & Consultancy",,,Info-in@Logica.com
"Logicsoft International Pvt
Ltd., New Delhi","Website: www.logic-soft.net Email:
info@logic-soft.net","Database Management Solutions, Enterprise
Computing Solutions, Internet and Intranet,
Multimedia and Realtime Presentation Systems.",,www.logic-soft.net,info@logic-soft.net
Login Infotech Private,Website: www.login2infotech.com Email:,"Consulting, Training, Systems Integration, Internet",,www.login2infotech.com,
"Limited, Bangalore",login@vsnl.com,and E- Commerce,,,
"Lucent Technologies India
(P) Ltd., Bangalore","Website: www.lucent.com Email:
radhak@lucent.com",Software R & D for Wireless Networks,,www.lucent.com,radhak@lucent.com
"Lucid Technologies Pvt. Ltd,
Coimbatore","Website: www.lucid.co.in Email:
srinathj@lucid.co.in","ERP products targeted at SMEs; Intranet and
Grouware consultancy development; Custom",,www.lucid.co.in,srinathj@lucid.co.in
Company,Contact Address,Specialization,,,
,,"software development based on Microsoft
Technologies using an n-tier model; B2B e-commerce",,,
"MA Softech International Ltd,
Bhopal","Website: www.softech2000.com Email:
rakesh@softechglobal.com","IT consultancy, On-site software development, Off-
shore software development",,www.softech2000.com,rakesh@softechglobal.com
"Macil Infosystems (Pvt) Ltd,
Mumbai","Website: www.macilinfo.com Email:
pkumar@mega-ace.com","Finance, Banking, Healthcare, Human Resources",,www.macilinfo.com,pkumar@mega-ace.com
"Madhu Intra Ltd, Calcutta","Website: www.vriddhi.com Email:
mail@dalmiasec.com","Software services in capital markets, E-commerce,
Internet Technology, IT enbaled services",,www.vriddhi.com,mail@dalmiasec.com
"Madhya Pradesh Agency for
Promotion of Information
Technology, Bhopal",Email: map_it@mp.nic.in,"Implementation of State IT policy, Promotion & use of
IT in Governance, Co-ordinate HRD needs,
Development of support infrastructure",,,map_it@mp.nic.in
"Madhya Pradesh State
Electronics Development
Corporation Ltd., Bhopal",Email: mpsedc@bom2.vsnl.net.in,"Infrastrure Development and Management, Escort /
Support Services to prospective units, IT consultancy
in procurement, networking and SAD",,,mpsedc@bom2.vsnl.net.in
"Magic Software Pvt. Ltd.,
New Delhi","Website: www.magicsw.com Email:
shalini.baveja@magicsw.com","CD-Rom Titles, Web Publishing, Multimedia Content
Production, Software Solutions",,www.magicsw.com,shalini.baveja@magicsw.com
"Maharashtra Industrial
Development Corporation,
Mumbai","Website: www.midcindia.org Email:
reach@midcindia.org","Setting up Industrial Areas & IT Parks, Develops
Information Technology Entrepreneurship incubation
facilities",,www.midcindia.org,reach@midcindia.org
"Maharashtra Institute of
Advance Electronics &
Comp Tech (P) Ltd.,
Mumbai","Website: www.miaect.com Email:
miaect@bom5.vsnl.net.in","Educational Software Development, Web Designing,
Computer Training",,www.miaect.com,miaect@bom5.vsnl.net.in
"Mahindra British Telecom
Ltd., Pune","Website: www.mahindrabt.com Email:
elroy@mahindrabt.com","Telecom Operational Systems, Database Re-
engineering, Network Management, Verification &
Validation, Year 2000 Solutions, ERP Solutions",,www.mahindrabt.com,elroy@mahindrabt.com
"Mahindra Consulting Ltd.,
Mumbai","Website: www.mahindraconsulting.com
Email: maniv@mcl.co.in","SAP Implementation Services (Project Management,
ABAP, Functional, Basis), Desktop, Helpdesk, LAN,
WAN Management Services, Internet, Intranet, E-
commerce Solutions, Client-Server Solutions (Oracle,
SQL-Server, Access, VB)",,www.mahindraconsulting.com,maniv@mcl.co.in
"Majoris Systems Pvt. Ltd.,
Bangalore","Website: www.majoris.com Email:
venkatesh.bv@majoris.com","Turnkey software development services, IT Enabled
Services, Internet, E-Commerce, Quality consulting",,www.majoris.com,venkatesh.bv@majoris.com
"Manjushree Infotech (IT -
Divi. Of Manjushree
Plantation), Calcutta","Website: www.manjushreeinfotech.com
Email: sam@manjushreeinfotech.com","On Site / Off Shore Services, Consultancy & Projects,
Internet and E- Commerce",,www.manjushreeinfotech.com,sam@manjushreeinfotech.com
"Marble Infotech Ltd., New
Delhi","Website: www.bhushan-group.com Email:
bssl@bhushan-group.com","ERP Solutions, Visual Software development, CRM,
e-commerce",,www.bhushan-group.com,bssl@bhushan-group.com
"MASCON Global Limited,
Chennai","Website: www.masconit.com Email:
krp@mascon.co.in","Manufacturing, ERP, E-Commerce, Banking",,www.masconit.com,krp@mascon.co.in
"Mascot Systems Ltd.,
Bangalore","Website: www.mascotsystems.com Email:
sshekar@mascotsystems.com","Entreprise-wide development, re-engineering &
maintenance of application software in areas of E-
business intelligence, ERP & mobile commerce
across mainframe, midrange, client server & Internet
platforms",,www.mascotsystems.com,sshekar@mascotsystems.com
"Masibus Process
Instruments (P). Ltd.,
Gandhinagar","Website: www.masibus.com Email:
subi@masibus.com","Data Acquisition / Automation software,
Instrumentation software for interface, device drivers
etc., Embedded software, System Integration",,www.masibus.com,subi@masibus.com
"MASTEK Ltd., Mumbai",Website: www.mastek.com Email:,"Banking, Manufacturing & Distribution, Financial",,www.mastek.com,
,ashankd@mastek.com,"Services, Customer Care, Insurance, Asset
Management",,,
"Max Ateev Limited, New
Delhi","Website: www.maxindia.com Email:
sharad.goel@maxteev.com","Enterprise Software Solutions (SAP, Oracle
Applications ), Knowledge Management, and
Offshore Product Development Services. Its",,www.maxindia.com,sharad.goel@maxteev.com
Company,Contact Address,Specialization,,,
,,"customized solutions, implemented with speed and
effectiveness, enable companies to maximize
business value.",,,
"McKinsey & Company Inc.,
Mumbai",Email: neeraj_bhargava@mckinsey.com,"Management Consulting, Strategy Operations &
Organization",,,neeraj_bhargava@mckinsey.com
"MECON Limited, Ranchi","Website: www.meconlimited.com Email:
mecon-rnch@hub.nic.in","Process control & automation, Inspection
Management Systems for Process Industries,
Specialised software for Continuous Casters, Sinter
Plant, Raw Material Handling systems., Custom made
software for Business application",,www.meconlimited.com,mecon-rnch@hub.nic.in
"Medical e-Commerce
Solutions Pvt Ltd, New Delhi","Website: www.medecomsolutions.com
Email: sunilnigam@medecomsolutions.com","Healthcare Unit, Medical coding, Medical
Transcription, Medical Billing",,www.medecomsolutions.com,sunilnigam@medecomsolutions.com
"Medicom Solutions (P) Ltd,
Bangalore","Website: www.medicomsoft.com Email:
sgovind@medicomsoft.com","Hospital Information Systems, Clinical Workstation,
Clinical Information",,www.medicomsoft.com,sgovind@medicomsoft.com
"Megasoft Limited, Chennai","Website: www.megasoft.com Email:
gkrao@megasoft.com","Development and maintenance of software
applications, including products and web-based tools;
design, implementation, and administration of
systems, including databases and networks; and end-
to-end consulting for e-business solutions.",,www.megasoft.com,gkrao@megasoft.com
"Melstar Information
Technologies Ltd, Mumbai","Website: www.melstar.com Email:
bramani@melstar.com","Offshore project development, Client - server project
development, E-business projects & internet projects,
Onsite consultancy",,www.melstar.com,bramani@melstar.com
"Mentorix Learning
Technologies Pvt. Ltd.,
Mumbai","Website: www.mentorix.com Email:
harish.joshy@mentorix.com","Application development, Consulting, Custom
Content developemnent",,www.mentorix.com,harish.joshy@mentorix.com
"Meru Convergent
Technologies Pvt Ltd,
Chennai","Website: www.meru.co.in Email:
rsgopal@meru.co.in","E-commerce, Wireless applications, ERP/Legacy
Systems, Storage management & disaster recovery
system",,www.meru.co.in,rsgopal@meru.co.in
"Micro Informations Pvt Ltd,
Gujarat","Website: www.miplindia.com Email:
kyagnik@miplindia.com","Banking, Web Designing, Internet Applications",,www.miplindia.com,kyagnik@miplindia.com
"Micro Technologies (India)
Ltd, Mumbai","Website: www.microtechnologies.net Email:
cmd@microtechnologies.net","Software development, internet & intranet solutions,
networking & online transactions, training",,www.microtechnologies.net,cmd@microtechnologies.net
"Microsoft Corporation (I)
Ltd., New Delhi","Website: www.microsoft.com Email:
mallicas@microsoft.com","Business software, Internet technologies, Operating
systems and servers, Consulting and education
services",,www.microsoft.com,mallicas@microsoft.com
"Microsoft India (R&D) Pvt.
Ltd., Hyderabad","Website: www.microsoft.com/india/indiadev
Email: srinik@microsoft.com",R&D Centre for Microsoft,,www.microsoft.com/india/indiadev,srinik@microsoft.com
"Milcom Software, Chennai","Website: www.milcomsoftware.com Email:
milcom@eth.net","Software Solutions & Consultancy, ERP Systems
integration, E-commerce & web related solutions,
Distributed Networks",,www.milcomsoftware.com,milcom@eth.net
"Millenium Information
Systems Limited, Calcutta","Website: www.mislindia.com Email:
atanu.kar@mislindia.com","Data Warehousing, Object Technology , Sofware Re-
ngineering/Migration, ERP (Implementing Oracle
Financials)",,www.mislindia.com,atanu.kar@mislindia.com
"Mindmill Software Ltd, New
Delhi","Website: www.mindmillsoftware.com Email:
suchin.gupta@mindmillsoftware.com","Web enabled client-server application,
communication software , signature entry in CE &
Palmtop application",,www.mindmillsoftware.com,suchin.gupta@mindmillsoftware.com
"Mindteck (India) Ltd,
Bangalore","Website: www.mindteck.com Email:
vijay.kumar@mindteck.com","Internet applications, Embedded solutions",,www.mindteck.com,vijay.kumar@mindteck.com
MindTree Consulting Pvt.,Website: www.mindtree.com Email:,"Electronic Commerce, Internet Appliances, Telecom",,www.mindtree.com,
"Ltd., Bangalore",ashok_soota@mindtree.com,Technology,,,
"Minerva Telelink Pvt.Ltd.,
New Delhi","Website: www.minervatelelink.com Email:
ajaybhartia@minervaholding.com",Remote Data Processing,,www.minervatelelink.com,ajaybhartia@minervaholding.com
"Mizoram Information
Technology Society, Aizawl,","Website: www.zolinks.com Email:
mits_mizoram@hotmail.com","Operating Systems, IT Training, Network Projects,
Consultancy",,www.zolinks.com,mits_mizoram@hotmail.com
Company,Contact Address,Specialization,,,
Mizoram,,,,,
"ML Infomap Pvt. Ltd., New
Delhi","Website: www.mlinfomap.com Email:
post@mlinfomap.com","Development of GIS and Remote Sensing
applications, Digital Map Products for India, Satellite
Image Analysis and map data conversion, Internet
technologies for mapping",,www.mlinfomap.com,post@mlinfomap.com
"Momentum India Private
Limited, Noida","Website: www.momentum-tech.com Email:
pankaja@momentum-india.com","Setting up Offshore Technology Centers for Global
companies providing Software Services spanning
over complete life cycle including Software Design &
Development, Sustenance Re-engineering,
Customization & Integration, Technical Support and
Testing",,www.momentum-tech.com,pankaja@momentum-india.com
"Motech Software Pvt Ltd,
Mumbai","Website: www.motechsoftware.com Email:
evette@motechsoftware.com","Emerging Technologies, Banking & Insurance,
Telecom, Retail and Distribution, IT Consulting",,www.motechsoftware.com,evette@motechsoftware.com
"Motorola India Electronics
Private Ltd., Bangalore","Website: www.miel.mot.com Email:
sammy_sana@miel.mot.com","Network Management, Communication Protocols,
Digital Signal Processing, Systems Engineering",,www.miel.mot.com,sammy_sana@miel.mot.com
"Mphasis BFL Ltd., Mumbai","Website: www.mphasis.com Email:
vivek.dayal@mphasis.com","E-commerce, Customer Relationship Management,
Systems Integration, Remote Services",,www.mphasis.com,vivek.dayal@mphasis.com
"MTC (India) Pvt. Ltd., Noida","Website: www.mtcindia.com Email:
skahuja@mcindia.com","Custom Software Development (offshore/ onsite), E-
business Solutions, Internet Technologies, Onsite
Consulting, Environmental Software Products, IT
Enabled Services",,www.mtcindia.com,skahuja@mcindia.com
"Mukesh & Associates, Tamil
Nadu","Website: www.mukeshassociates.com
Email: mukeshassociates@vsnl.com","Computer aided design, Computer aided drafting,
CAD Consercsion services, digitalisation of
documents",,www.mukeshassociates.com,mukeshassociates@vsnl.com
"N Y Dox Services Ltd, New
Delhi","Website: www.nydoxservices.com Email:
nydox@ndb.vsnl.net.in","IT Enabled services, Medical transcription",,www.nydoxservices.com,nydox@ndb.vsnl.net.in
"National Institute of Fashion
Technology, New Delhi","Website: www.niftindia.com Email:
lvsaptharishi@hotmail.com",Training; Consultancy; Product Development,,www.niftindia.com,lvsaptharishi@hotmail.com
"NatureSoft Private Limited,
Chennai","Website: www.nature-soft.com Email:
nature@md2.vsnl.net.in","Object Oriented Solutions., Microsoft Certified
Solution Provider, Object Oriented Databases,
Internet / Intranet and Web Solutions, Linux based
Services & Solutions.",,www.nature-soft.com,nature@md2.vsnl.net.in
"Navayuga Infotech Pvt. Ltd.,
Hyderabad","Website: www.navayuga.com Email:
chandra@navayuga.com","ERP Implementation - SAP R3, CAD/CAM
Engineering Software, Client Server Software
Development, Multimedia, E-Commerce, E-Security",,www.navayuga.com,chandra@navayuga.com
"Navision Software India Pvt
Ltd, Gurgaon","Website: www.navision.com Email:
sumeet@navision.co.in","ERP, MRP, E-com, CRM, Web Technologies, WAP,
M-Commerce, Portals B2B, B2C, systems integration,
application services providers",,www.navision.com,sumeet@navision.co.in
"Neco Infotech, Nagpur","Website: www.necoinfotech.com Email:
abhi@necoinfotech","Manufacturing, Finance, E-learning, Health Care",,www.necoinfotech.com,abhi@necoinfotech
"NeilSoft Limited, Pune","Website: www.neilsoft.com Email:
surendra.agarwal@neilsoft.com","E-commerce / EDI / Web Technologies/ Internet /
Intranet, CAD/CAM/CAE, Systems integration /
Networking, Software product development",,www.neilsoft.com,surendra.agarwal@neilsoft.com
"Nelco Limited, Mumbai",Email: nelsoft@vsnl.net,"VSAT and Networking, Drive and Automation,
SCADA System, Real Time Software",,,nelsoft@vsnl.net
"Nelito Systems Limited,
Mumbai","Website: www.nelito.com Email:
nelitobo@vsnl.com","Retail Banking Software Solutions, Network
Management System, Facility Management, Y2K,
Euro Conversion, Packaged Software",,www.nelito.com,nelitobo@vsnl.com
Neptune Information,Website: www.nisl.com Email:,"Client Server based business applications on Oracle,",,www.nisl.com,
"Solutions Limited, Gurgaon",manav@vsnl.com,"Groupware Solutions on Notes Domino, Architecture
independent environment on uniface, E-commerce
applications on Java and Domino",,,
"Net Brahma Technologies
Pvt Ltd, Bangalore","Website: www.netbrahma.com Email:
bhaskars@netbrahma.com","IP Internetworking, Telecom / convergence, Network
management, ASIC Design & verification",,www.netbrahma.com,bhaskars@netbrahma.com
Company,Contact Address,Specialization,,,
"Net Edge Computing
Solutions Pvt Ltd, New Delhi","Website: www.netedgecomputing.com
Email: manoj@netedgecomputing.com","Onsite/ Off Shore Services, Consultancy, Systems
Integration, Training, Turnkey Projects, Data
Conversion, Packaged Software, Off Shore
Maintenance, Network Design, Planning and
Management",,www.netedgecomputing.com,manoj@netedgecomputing.com
"Net Solutions, Chandigarh","Website: www.netsolutionsindia.com Email:
sameer@netsolutionsindia.com","Web application development, Multimedia
presentation, Web site design, Software programming",,www.netsolutionsindia.com,sameer@netsolutionsindia.com
"Net4India Ltd, New Delhi","Website: www.net4india.com Email:
info@net4india.com","Networking & service integration,Enterprise Access
service",,www.net4india.com,info@net4india.com
"Netaquila Solutions Pvt Ltd,
New Delhi","Website: www.netaquila.com Email:
anup@netaquila.com","Microsoft ASP, Visual Inter-Development,
Macromedia Design Studio, Java,JSP, Adobe Range
of Desigh Products",,www.netaquila.com,anup@netaquila.com
"NetBusiness Solutions
(India) Ltd., Mumbai","Website: www.netbsolutions.com Email:
info@netbsolutions.com","End-to-end Solutions in SCM, CRM, KM, E-solutions
for Pharma",,www.netbsolutions.com,info@netbsolutions.com
"Netdecisions Pvt Ltd,
Visakhapatnam","Website: www.netdecisions.com Email:
manoj.dawane@netdecisions.co.in","e-commerce enablements, end to end solutions,
strategy consultants",,www.netdecisions.com,manoj.dawane@netdecisions.co.in
"Netkraft Private Limited,
Bangalore","Website: www.net-kraft.com Email:
atul@net-kraft.com","E-Commerce, Portal Development, Web Re-
engineering, E-consulting",,www.net-kraft.com,atul@net-kraft.com
"NetraScribe Pvt. Ltd.,
Chennai","Website: www.netrascribe.com Email:
vasudev_v@mailcity.com","Medical Transcription, Transcription Training,
Software Development, Medical Insurance Billing",,www.netrascribe.com,vasudev_v@mailcity.com
"Network Associates
Software Pte Ltd, Mumbai","Website: www.nai.com Email:
vdesh@nai.com","Anti Virus - McAfee, Network visibility, Security,
Service desk solutions",,www.nai.com,vdesh@nai.com
"Network Programs (India)
Ltd., Noida (UP)","Website: www.networkprograms.com
Email: vipin@networkprograms.com","Telecom Switching & Network Management, Billing
Mediation & System Integration, IP & 3G Solutions,
Call Centre Software & CTI Application",,www.networkprograms.com,vipin@networkprograms.com
"Network Systems &
Technologies (P) Ltd.,
Trivandrum","Website: www.nesttech.com Email:
nj@nestcorp.net","Process Automation, Manufacturing Automation,
Device Drivers, Broad Band Communications,
Consumer Electronics, Distributed Computing,
Embedded Systems and WAP, E-commerce &
Business Applications",,www.nesttech.com,nj@nestcorp.net
"Newgen Imaging Systems
(P) Ltd., Chennai","Website: www.newgenimaging.com Email:
info@newgenimaging.com","SGML, XML Services, Educational & Project
Management, Typesetting, Data Entry",,www.newgenimaging.com,info@newgenimaging.com
"Newgen Software
Technologies Ltd., New
Delhi","Website: www.newgensoft.com Email:
newgen@newgensoft.com","Software Development Projects - Offshore or Onsite,
Software Product Development in the arrea of
Document Management, Imaging, COLD, Workflow
and Web-based business automation solutions in
Telecom, Banking and Finance Sectors, Manpower &
Outsourcing Service",,www.newgensoft.com,newgen@newgensoft.com
"NexGenix (India) Pvt Ltd,
Mumbai","Website: www.nexgenix.com Email:
csaigal@nexgenix.com","N-tier distributed Client / Server, Web-enabled
Applications, E-commerce, Data Warehousing",,www.nexgenix.com,csaigal@nexgenix.com
"NextBrick Solutions Limited,
New Delhi","Website: www.nextbrick.net Email:
avanthi.shah@nextbrick.com","Consultancy and Projects, Systems Integration,
Internet Professional Services, IT enabled services",,www.nextbrick.net,avanthi.shah@nextbrick.com
"NextStep Infotech Pvt Ltd,
Pune",Email: uchil@magicsoftware.com,"Onsite & Offshore Services, Products & application
packages, Software development & support services,
Systems Integration",,,uchil@magicsoftware.com
"Nihilent Technologies Pvt
Ltd, Pune","Website: www.nihilent.com Email:
lcs@nihilent.com","SRM, CRM, IT Enabled Services, BC support &
implementation, Network Management",,www.nihilent.com,lcs@nihilent.com
"NIIT Ltd., New Delhi","Website: www.niit.com Email:
rajeevk@niit.com","Software Service - Engineering, Re-engineering,
Consulting and Offshore Development Centers,",,www.niit.com,rajeevk@niit.com
,,"Systems Integration, IT Training, Educational
Multimedia",,,
"Nokia Telecommunications
Pvt. Ltd., New Delhi","Website: www.nokia.com Email:
matti.suomalainen@nokia.com","GSM Equipment, Cellular Handsets, Telecom
Equipment, Services",,www.nokia.com,matti.suomalainen@nokia.com
Company,Contact Address,Specialization,,,
"Novell Software
Development (I) Ltd.,
Bangalore","Website: www.novell.com Email:
jveeraraaghava@novell.com","Directory services and security, Networking and
Netware products, Network Management, Groupwise
related products and gateways",,www.novell.com,jveeraraaghava@novell.com
"Novellus Systems (India) Pvt
Ltd, Bangalore","Website: www.novellus.com Email:
ashok.belle@novellus.com",Embedded Software Development,,www.novellus.com,ashok.belle@novellus.com
"NSE.IT Ltd., Mumbai","Website: www.nseit.biz Email:
nseit_mktg@nseit.biz","Onsite/offshore eCommerce projects, Entreprise
Management/setting up/managing data entry &
telecom infrastructure, Securities/financial products,
Web enabled application development, eLearing",,www.nseit.biz,nseit_mktg@nseit.biz
"Nucleus Software Exports
Pvt. Ltd., New Delhi","Website: www.nucleussoftware.com Email:
vishnu@nucleussoftware.com","Solutions & Services for the Banking & Financial
Services Segment, Software Development &
Maintenance based on the offshore model, Web
based workflow & transaction processing
applications, End-to-end solution for lending
businesses",,www.nucleussoftware.com,vishnu@nucleussoftware.com
"NuMark Software Pvt. Ltd.,
Bangalore","Website: www.numarksoftware-india.com
Email: pradeepk@numarksoftware-
india.com","Managed Health Care Industry of USA, ERP
Solutions, Financial Accounting",,www.numarksoftware-india.com,"pradeepk@numarksoftware-
india.com"
"Numen Technologies Pvt
Ltd, Ahmedabad","Website: www.numenindia.com Email:
ap@numenindia.com","Telecom, Security, E-business, Products",,www.numenindia.com,ap@numenindia.com
"Nunet Technologies Pvt.
Ltd., Vishakapatnam","Website: www.nunet-tech.com Email:
srjayanti@nunet-tech.com","Software Development Services, Digital Content
Services, Database, Client-Server Solutions",,www.nunet-tech.com,srjayanti@nunet-tech.com
"OCL Infomatics Ltd., Cochin",Email: kpillai@vsnl.com,"Development and Implementation of computer
software, Packages - Catalogue inquiry system, ERP
Implementation",,,kpillai@vsnl.com
"Omega Interactive
Technologies Ltd., Mumbai","Website: www.oitlnet.com Email:
george@mail.oitlnet.com","Web & E- Commerce, Database, Multimedia, IT-
Enabled Services",,www.oitlnet.com,george@mail.oitlnet.com
"Omega Net India (P) Ltd,
New Delhi","Website: www.omeganetindia.com Email:
rshroff@omegasystemsusa.com","AS/4000 Software services, Java & E-commerce
Solutions, Partners in ERP retail implementation",,www.omeganetindia.com,rshroff@omegasystemsusa.com
"Omnesys Technologies Pvt
Ltd
Specialisation: Location:
Bangalore","Website: www.omnesys.com Email:
sspandit@omnesysindia.com","Capital Markets, E-commerce, Financial Service",,www.omnesys.com,sspandit@omnesysindia.com
"one two three india.com,
Mumbai","Website: www.123india.com Email:
sanjeev@corp.123india.com","Internet, E-Commerce, Portals",,www.123india.com,sanjeev@corp.123india.com
"ONICRA Credit Rating
Agency of India Ltd, New
Delhi","Website: www.onicra.com Email:
savak@vsnl.com",Individual Credit Rating,,www.onicra.com,savak@vsnl.com
"Onward Novell Software (I)
Ltd., Mumbai","Website: www.novell.com Email:
hmehta@novell.com","Software Distribution, Networking and Technical
Support, NetWork Consultancy Education, Education,
Developer Services",,www.novell.com,hmehta@novell.com
