79,"KESHODWALA FOODS Plot No. 305, ","GIDC, 
Veraval, Gujarat",2876231644,sales@keshodwala.com,,"GU1/MT/007/04 15/12/2004 
09/12/2025",Frozen,"Frozen:Fish Wild(FROZEN RIBBON FISH WHOLE,FROZEN YELLOW CROAKER,FROZEN SILVER POMFRET,FROZEN CHINESE 
POMFRET,FROZEN SOLE FISH,FROZEN REEFCOD,FROZEN 
SPANISH MACKEREL,FROZEN INDIAN MACKEREL,FROZEN HORSE MACKEREL,FROZEN LEATHER JACKET,FROZEN LIZARD FISH,FROZEN BOMBAY DUCK,FROZEN BARRACUDA,FROZEN KINGFISH WHOLE,FROZEN YELLOW FIN TUNA WHOLE 
ROUND,FROZEN SKIPJACK TUNA WHOLE ROUND,FROZEN RED SNAPPER,FROZEN SILVER CROACKER,FROZEN BONITO 
TUNA,FROZEN LONG TAIL TUNA,FROZEN MAHI MAHI,FROZEN EEL FISH,FROZEN CROACKER FISH,FROZEN TIGER TOOTH CROACKER,FROZEN STING RAY,FROZEN HILSA,FROZEN KOOTH FISH,FROZEN WHITE SNAPPER,FROZEN OCTOPUS 
WHOLE,FROZEN SCAD FISH,FROZEN JAPANESE THREADFIN BREAM,FROZEN BULL EYE FISH,FROZEN BIG MOUTH 
CROAKER) 
Frozen:Shrimp Wild(FROZEN PUD SHRIMPS BLANCHED 
IQF,FROZEN PD SHRIMPS BLANCHED IQF,FROZEN PUD SHRIMPS IQF) 
Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED IQF,FROZEN CUTTLE FISH STRIPS 
BLANCHED IQF,FROZEN CUTTLE FISH TENTACLES BLANCHED IQF) 
Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED IQF,FROZEN SQUID TENTACLES BLANCHED 
IQF,FROZEN SQUID RINGS BLANCHED IQF,FROZEN SQUID TUBES IQF,FROZEN SQUID WHOLE LAYER PACK) 
Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED IQF)"
"80
",KEVAL EXPORTS ,"Plot no. 24/26 
Port Area, Ward -B, 
Veraval – 362 265, Gujarat
",2876232499,kevalexports@yahoo.co.in,,"GU1/MT/087/07 14/02/2007 
13/02/2023
","Frozen
","Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN CROAKER FISH,FROZEN SILVER AND YELLOW CROAKER,FROZEN BIG MOUTH CROAKER,FROZEN KATTI FISH,FROZEN EEL 
FISH,FROZEN GHOL FISH,FROZEN REEF COD,FROZEN HILSA FISH,FROZEN SOLE FISH,FROZEN SEA BREAM,FROZEN BARRACUDA,FROZEN SNAPPER,FROZEN CAT FISH,FROZEN SQUID WHOLE,FROZEN CUTTLE FISH,FROZEN TUNA 
FISH,FROZEN SKIPJACK TUNA,FROZEN YELLOW FIN 
TUNA,FROZEN BIG EYE TUNA,FROZEN SEER FISH,FROZEN INDIAN MACKEREL,FROZEN BOMBAY DUCK WHOLE &
	"
,,,,,,,,"
HL/TL,FROZEN MAHI MAHI,FROZEN SILVER PROMFRET,FROZEN CHINESE POMFRET,FROZEN SPANISH MACKEREL,FROZEN HORSE MACKEREL,FROZEN LEATHER JACKET,FROZEN QUEEN FISH,FROZEN DORAB FISH,FROZEN DARA FISH)"
81,"KRISHNA FROZEN FOODS GIDC, MALALA, ","DIU, Daman & Diu",2875253847,contact@krishnafrozenfoods.com,,"GU1/MT/140/09 27/01/2009 
26/01/2024",Frozen,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN SOLE 
FISH,FROZEN CROAKER,FROZEN LEATHER JACKET,FROZEN REEF COD,FROZEN BIG MOUTH CROAKER,FROZEN 
MACKEREL,FROZEN POMFRET,FROZEN SEER FISH,FROZEN KING FISH,FROZEN HILSA FISH,FROZEN TUNA) 
Frozen:Shrimp Aquaculture(FROZEN VANNAMEI,FROZEN BLACK TIGER) 
Frozen:Cuttlefish(FROZEN CUTTLE FISH,FROZEN BABY CUTTLE FISH) 
Frozen:Squid(FROZEN SQUID)"
82,"M/S KING FISH EXPORTS Plot No. 1201/1202, ","GIDC Area, 
Veraval, Gujarat",02876-233701,info@kingfishexports.com,,"GU1/MT/037/05 18/02/2005 
17/02/2023",Frozen,
83,M/S DEEPMALA ,"FISHERIES 
Plot No 805,GIDC Estate, 
Veraval-362269 
GIR Somanath Dist,, Gujarat",02876-233132,deepmalafisheries@gmail.com,,"GU1/MT/287/15 11/08/2015 
10/08/2024",Frozen,
84,M/S MARUTI FROZEN FOODS ,"Bara Bunder Road 
Mangrol 
Dist.Junagadh, Gujarat",2876223155,marutifrozenfoods2014@gmail.com,,"GU1/MT/274/14 14/11/2014 
13/11/2023",Frozen,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN CROAKER FISH,FROZEN SOLE FISH,FROZEN LATHER JACKET FISH)"
85,M/S VANITA COLD STORAGE ,"Somnath Road, 
Near Bhidia Bridge, Veraval, Gujarat",02876-232692,vanitacoldstorage@gmail.com,,"GU1/MT/013/04 21/12/2004 
20/12/2025","Frozen 
Dried","Frozen:Fish Wild((FROZEN RIBBON FISH,FROZEN CROAKER 
FISH,FROZEN YELLOW CROAKER,FROZEN SILVER 
CROAKER,FROZEN REEF COD WHOLE,FROZEN INDIAN 
MACKEREL,FROZEN SOLE FISH,FROZEN HORSE 
MACKEREL,FROZEN BLACK SEABREAM,FROZEN GROPUER WHOLE ROUND,FROZEN RED REEF COD WOHLE,FROZEN MAHI MAHI FISH,FROZEN LEATHER JACKETS) 
Frozen:Shrimp Wild(Frozen:Shrimp Wild(Shrimps (PUD, P & D, Head on, H) 
Frozen:Shrimp Aquaculture(Frozen:Shrimp Aquaculture(PUD, PD, HOSO, HL/TL) ),FROZEN HEADLESS SHELL ON VANNMEI 
SHRIMPS,FROZEN PD VANNAMEI SHRIMPS IQF,FROZEN PUD VANNMEI SHRIMPS IQF,FROZEN H/L BLACK TIGER SHRIMPS IQF) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE CLEANED 
IQF,RAW FROZEN CUTTLEFISH WHOLE CLEANED 
IQF,Frozen:Cuttlefish((Whole, Whole cleaned, Fillets,) 
Frozen:Squid(Frozen:Squid((Whole, Whole cleaned, Tubes, 
Fillets,Frozen:Squid(Strips,,Rings, Tentacles, Wings)),RAW FROZEN CUT SQUID IQF) 
Frozen:Octopus(Frozen:Octopus((Whole, Whole cleaned, Gutted, Chop)"
86,M/S. S.K. FOODS ,"PLOT NO. 1/2, G.I.D.C 
ESTATE 
OPPOSITE OF BHARAT PETROLEUM, SOMNATH ROAD 
VERAVAL, Gujarat",2876232888,skfoodsveraval@gmail.com,,"GU1/MT/343/19 06/03/2019 
05/03/2025",Frozen,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN YELLOW 
CROAKER,,FROZEN CROAKER FISH,FROZEN SILVER 
CROAKER,FROZEN REEF COD WHOLE,FROZEN SOLE 
FISH,FROZEN INDIAN MACKEREL,FROZEN HORSE 
MACKEREL,FROZEN BLACK SEA-BREAM,FROZEN GROPUER WHOLE ROUND,FROZEN RED REEF COD WHOLE,FROZEN MAHI MAHI FISH,FROZEN LEATHER JACKETS,FROZEN YELLOW FIN TUNA,FROZEN BONITO TUNA,FROZEN SKIP JACK TUNA,FROZEN LONG TAIL TUNA,FROZEN SILVER POMFRET,FROZEN BLACK POMFRET,FROZEN EEL FISH,FROZEN LIZARD FISH,FROZEN BARRACUDA FISH,FROZEN KING FISH,FROZEN PINK 
SNAPPER,FROZEN JapaneseThreadfinBream,FROZEN STING 
RAY,FROZEN CHINESE POMFRET,FROZEN SEER FISH, FROZEN LITTLE TUNNY,FROZEN KING MACKEREL, FROZEN BULL 
EYE,FROZEN BIG EYE TUNA, FROZEN SNAPPER,FROZEN LONG SPINEGROUPER,FROZENTHORNYCHEEKGROUPER,FROZEN TIGER TOOTH CROAKER,FROZEN CAT FISH,FROZEN TIGER TOOTH CROAKER,FROZEN HALIBUT,,FROZEN BOMBAY 
DUCK,FROZEN SWORD FISH,,FROZEN CONGER EEL,FROZEN SEER FISH,FROZEN CRAB) 
Frozen:Shrimp Wild((PUD, P & D, Head on, Headless, HL/TL)) 
Frozen:Shrimp Aquaculture(FROZEN VANNAMI SHRIMP 
(PUD,WHOLE,P&D)) 
Frozen:Cuttlefish((Whole, Whole cleaned, Fillets, Strips, Tentacles) Frozen:Squid(Whole, Whole cleaned, Tubes, Fillets, 
Strips,,Ring,SquidTentacles, Squid Wings) 
Frozen:Octopus((Whole, Whole cleaned, Gutted, Chopped)) 
Frozen:Lobster((RAW ROCK LOBSTER,SAND LOBSTER)) 
Frozen:Crab((MUD CRAB,SEA CRAB))"
87,"M/S. AMBAR EXPORTS Plot No.610/2, G.I.D.C, Veraval-362269, Gujarat",,9904037625,ambarexports@gmail.com,,"GU1/MT/279/15 22/04/2015 
21/04/2024",Frozen,"Frozen:Fish Wild(FROZEN RIBBON FISH, FROZEN CROAKER FISH,FROZEN REEF COD, FROZEN INDIAN MACKEREL,FROZEN HORSE MACKEREL, FROZEN LIZARD FISH,FROZEN INDIAN MACKEREL, FROZEN HORSE MACKEREL,FROZEN SQUID WHOLE, FROZEN CUTTLEFISH WHOLE,FROZEN SKIPJACK TUNA, FROZEN YELLOW FIN TUNA)"
,M/S. CAPITAL FISH CENTRE ,"Plot No. 1305
",9898425050,,,"GU1/MT/345/19
",,"Frozen:Fish Wild(Ribbon Fish, Croaker Fish, Leather Jacket,Sole Fish, Silver Pomfret, Chinese Pomfret,Black Pomfret, Eel Fish, Lizard Fish,,Barracuda,Snapper, Japanese Threadfin Bream,,Reefcod,Stingray, Snapper, Cat Fish,,Indian Halibut,Bombay Duck, Indian Salmon,Indian Thread Fin bream,Marlin, Sailfish,LITTLE TUNNY,BONITO 
FISH,YELLOWFIN TUNA) 
	"
"
88",,"G.I.D.C. Estate
Veraval/362269, Gujarat",,capitalfishcenter1305@gmail.com,-,08/03/2019 07/03/2025,Frozen,"
Frozen:Shrimp Wild(Shrimps (PUD, P & D, Head on,Headless, HL/TL) Frozen:Cuttlefish(Whole, Whole cleaned, Fillets, Strips, Tentacles) Frozen:Squid(Whole, Whole cleaned, Tubes, Fillets, Strips,Rings, Tentacles, Wings) 
Frozen:Octopus(Whole, Whole cleaned, Gutted, Chopped)"
89,M/S. H.H. MARINE ,"Plot No. 19 
Suervy No, 1788/1 
Near Win Marine Exports, Gujarat",9824465348,hhmarinefoods@gmail.com,-,"GU1/MT/369/20 22/01/2020 
21/01/2026",Frozen,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN CROAKER 
FISH,FROZEN REEF COD,FROZEN INDIAN MACKEREL,FROZEN HORSE MACKEREL,, FROZEN LIZARD FISH,FROZEN SOLE 
FISH,FROZEN YELLOW FIN TUNA,FROZEN MAHI MAHI 
FISH,FROZEN SILVER POMFRET,FROZEN EEL FISH,FROZEN LIZARD FISH,,BARRACUDA FISH,KING FISH,FROZEN Japanese Threadfin Bream,Frozen:Cuttle 
fish,Frozen:Squid,Frozen:Octopus,Frozen:Lobster,Frozen:Shrimp,FROZEN INDIAN WHITE PRAWN,FROZEN SNAPPER,LONG SPINE 
GROUPER,FROZEN YELLOWTAIL SCAD,FROZEN MALABAR TREVALLY,FROZEN MALABAR TREVALLY,LARGE HEADED RIBBON FISH,,FROZEN GROUPER,TIGER TOOTH 
CROAKER,FROZEN GOAT FISH,PARROT FISH,MILK FISH,WHITE FISH,,FROZEN LEATHER JACKET,FROZEN SEER FISH,,FROZEN COWTAIL STING RAY)"
90,M/S. J.M. SEA FOODS ,"SURVEY NO.1798/3 - 4 
NEAR GIDC UDYOG 
NAGAR 
PATAN ROAD , VERAVAL GUJRAT/362268, Gujarat",2876232484,jmseafoods10@gmail.com,,"GU1/MT/295/16 13/01/2016 
12/01/2025","Frozen 
Others-Non Edible","Frozen:Fish Wild(FROZEN CUTTLEFISH WHOLE AND WHOLE CLEANED IQF,,FROZEN SQUID WHOLE AND WHOLE CLEANED, IQF,,FROZEN WHOLE CLEANED OCTOPUS ,IQF,FROZEN HORSE MACKEREL,,FROZEN YELLOW CROAKER,FROZEN SILVER CROAKER,FROZEN INDIAN MACKEREL,FROZEN REEF 
COD,FROZEN RINGS AND TENTACLES ,IQF,FROZEN WHOLE SQUID PIN BONE OFF IQF,FROZEN SQUID CUTS ,IQF) 
Others-Non Edible:Fish Meals (Non-Edible)(FISH MEAL FISH AND FISH OIL,SHRIMP MEAL,SQUID MEAL)"
91,M/S. RAHEMAT FISH CENTER ,"Plot No. 812 
G.I.D.C.,Estate 
Veraval/362269, Gujarat",9227563228,rahematfishcentre@gmail.com,-,"GU1/MT/366/19 21/11/2019 
20/11/2025","Frozen 
Chilled","Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN CROAKER 
FISH,FROZEN REEF COD,FROZEN LEATHER JACKET 
FISH,FROZEN EEL FISH,FROZEN SOLE FISH,FROZEN HORSE MACKEREL,FROZEN INDIAN MACKEREL,FROZEN BLACK SEA BREAM,FROZEN BIG MOUTH CROAKER,FROZEN JAPANESE THREADFIN BREAM,FROZEN YELLOW TAIL SCAD FISH,FROZEN STINGRAY,FROZEN LIZARD FISH,FROZEN RED 
SNAPPER,FROZEN EMPEROR FISH,FROZEN MAHI MAHI,FROZEN BOMBAY DUCK,FROZEN SWORD FISH,FROZEN CAT 
FISH,FROZEN BARRACUDA FISH,FROZEN KING FISH,FROZEN QUEEN FISH,FROZEN SEER FISH,FROZEN LEATHER SKIN 
FISH,FROZEN SILVER POMFRET,FROZEN BLACK 
POMFRET,FROZEN HILSA FISH,FROZEN MOON FISH,FROZEN SARDINE FISH,FROZEN KOOTH FISH,FROZEN GOAT 
FISH,FROZEN BIGEYE SCAD,FROZEN BONITO TUNA,FROZEN SKIPJACK TUNA,FROZEN YELLOWFIN TUNA,FROZEN BIGEYE TUNA,FROZEN LITTLE TUNA,FROZEN FRIGATE TUNA,FROZEN GREY MULLET,FROZEN HALIBUT FISH) 
Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED,FROZEN BABY CUTTLE FISH,FROZEN CUTTLE FISH STRIPS) 
Frozen:Squid(FROZEN LOLIGO SQUIDS,FROZEN NEDDLE 
SQUIDS,FROZEN SEMI-NEDDLE SQUIDS,FROZEN LOLIGO 
SQUIDS WHOLE CLEANED,FROZEN CUT SQUIDS,FROZEN SQUID RINGS,FROZEN SQUID TENTACLES) 
Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED) 
Frozen:Lobster(FROZEN ROCK LOBSTER,FROZEN SAND LOBSTER) Frozen:Crab(FROZEN BLUE SWIMMING CRAB)"
92,"M/S. RAJAN SEA FOODS Plot No. 609, GIDC, ","Veraval-362269, Gujarat",02876-231068,rajanseafoodsvrl@gmail.com,,"GU1/MT/283/15 10/06/2015 
09/06/2024",Frozen,
93,M/S. RAMESHWAR COLD STORAGE ,"Somnath Road 
Bhidiya 
Veraval, Gujarat",2876232035,rameshwarvrl@gmail.com,,"GU1/MT/052/05 10/03/2005 
09/03/2023",Frozen,
94,M/S. REAL EXPORTS ,"Plot No.8 & 9 
Somnath Road, Bhidiya Veraval - 362 269, Gujarat",02876-232035,real1160@gmail.com,,"GU1/MT/127/08 07/07/2008 
04/04/2023",Frozen,
,,,,,,,,"Frozen:Fish Wild(FROZEN RIBBON FISH WHOLE,FROZEN RIBBON FISH,FROZEN RIBBON FISH IWP,FROZEN CROAKER 
FISH,FROZEN SILVER CROAKER,FROZEN YELLOW 
CROAKER,FROZEN SOLE FISH,FROZEN LEATHER JACKET 
WHOLE,FROZEN LEATHER JACKET HLTL,FROZEN LEATHER JACKET HGT,FROZEN LEATHER JACKET FISH,FROZEN INDIAN MACKEREL,FROZEN HORSE MACKEREL,FROZEN TIGER TOOTH CROAKER,FROZEN T T CROAKER,FROZEN BIG MOUTH 
CROAKER,FROZEN REEF COD,FROZEN EEL FISH,FROZEN BLACK POMFRET,FROZEN SILVER POMFRET,FROZEN BARRACUDA WHOLE,FROZEN SEER FISH,FROZEN BLACK SEA 
BREAM,FROZEN JAPANESE THREADFIN BREAM FISH,FROZEN KING FISH) 
Frozen:Shrimp Wild(Frozen:Shrimp Wild(FROZEN 
KARIKADI/BROWN,FROZEN PUD/HL 
KARIKADI/BROWN/KAPSI/FLOWER SHRIMPS,Frozen:Shrimp 
Wild((PUD, P & D, Head on, Headless,) 
Frozen:Shrimp Aquaculture(Frozen:Shrimp Aquaculture((PUD, Whole, P
"
"
95",,"M/S. S.S. INTERNATIONAL Plot No.604/605, 
G.I.D.C.
VERAVAL, Gujarat",2876232888,ssintervrl@gmail.com,,"GU1/MT/179/11 05/01/2011 
04/01/2026",Frozen,"
& D,,Frozen:Shrimp Aquaculture((Head 
ON,HEADLESS,HLTL),FROZEN VANNAMI SHRIMP,FROZEN 
VANNAMI SHRIMP (PUD,WHOLE,P&D),FROZEN VANNAMI 
SHRIMP(HEADON,HEADLESS,HLTL)) 
Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN 
CUTTLEFISH WHOLE CLEANED IQF,FROZEN WHOLE CLEANED CUTTLEFISH IQF,FROZEN WHOLE CLEANED CUTTLEFISH PINK IQF,FROZEN CUTTLEFISH WHOLE CLEANED RAW IQF,FROZEN CUTTLEFISH STRIPPED BLANCHED IQF,RAW FROZEN 
CUTTLEFISH WHOLE CLEANED IQF) 
Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED IQF,FROZEN BABY SQUID WHOLE,FROZEN BABY SQUID WHOLE LAYERPACK BLOCK,FROZEN BABY SQUID 
WHOLE PINBONEOUT IQF,FROZEN CUT SQUID RINGS SKIN ON AND TENTACLES IQF,FROZEN CUT SQUID SKIN ON RINGS AND TENTACLES IQF,INDIAN SQUID WHOLE CLEANED IQF,FROZEN SQUID WHOLE CLEANED BLOCK,FROZEN WHOLE CLEANED SQUID PINK IQF,FROZEN CUT SQUID IQF,FROZEN SQUID 
STUFFED IQF) 
Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED IQF,FROZEN OCTOPUS CLEANED IQF,FROZEN WHOLE CLEANED OCTOPUS IQF) 
Frozen:Lobster(Frozen:Lobster(RAW ROCK LOBSTER,SAND 
LOBSTER)) 
Frozen:Crab(Frozen:Crab(MUD CRAB,SEA CRAB))"
96,M/S. SHIVGANGA MARINE PRODUCTS ,"PLOT NO. 1315, G.I.D.C.
ESTATE, 
VERAVAL, GUJARAT, Gujarat",2876231938,shivgangamarine@gmail.com,,"GU1/MT/268/14 11/09/2014 
10/09/2023",Frozen,"Frozen:Fish Wild(RIBBONFISH,SILVER 
CROAKER,SOELFISH,REEFCOD,INDIAN 
MACKERAL,CUTTLEFISH,SQUID,QUEENFISH,HORSE 
MACKERAL,LEATHER JACKET,BARRACUDA,BULL EYE,YELLOW CROAKER,JAPANESE THREAD FIN BREAM,BIG MOUTH 
CROAKER,TT CROAKER,GHOLEFISH,STING RAY,WOLF 
HERRING,CAT FISH)"
97,M/S. SHYAM MARINE ,"FOODS 
SURVEY NO. 1787/1, PLOT NO. 2, 
NEAR GIDC ESTATE, 
UDYOGNAGAR 
PRABHAS PATAN, 
VERAVAL, Gujarat",9925838670,smfbluetreasure@gmail.com,www.bluetreasure.in,"GU1/MT/389/22 23/08/2022 
22/08/2025","Frozen 
Chilled","Frozen:Fish Wild(Ribbon Fish, Croaker Fish, Leather Jacket,,Sole Fish, Silver Pomfret, Chinese Pomfret,,Black Pomfret, Eel Fish, Lizard 
Fish,,Barracuda, Snapper, Japanese Threadfin Bream,,Reef cod, Stingray, Cat Fish, Indian Halibut,,Bombay Duck, Indian Salmon,,Indian Thread Fin bream, Marlin, Sailfish,,Tuna Fish, Indian Mackerel, Horse Mackerel,,Seer Fish,(Scombroids & Non-scombroids Fishes )) 
Frozen:Shrimp Wild(Shrimps (PUD, P & D, Head on, Headless, HL/TL) Frozen:Cuttlefish((Whole, Whole cleaned, Fillets, Strips, Tentacles) Frozen:Squid(Whole, Whole cleaned, Fillets, Strips,,Rings, Tubes, 
Tentacles, Wings) 
Frozen:Octopus(Whole, Gutted, Whole cleaned) 
Chilled:Fish Wild(Scombroids & Non-Scombroids Fish Varieties) 
Chilled:Shrimp Wild(Tiger shrimps, Flower Shrimps, Karikadi 
Shrimps,Red Shrimps)"
98,"M/S. SIDDIQEE EXPORTS 104 -A,G.I.D.C. ESTATE ","Veraval, Gujarat",02876-232350,siddiqeeexports@gmail.com,www.siddiqeeexport.com,"GU1/MT/218/12 18/09/2012 
17/09/2021",Frozen,
99,M/S. SUN INTERNATIONAL PLOT NO. 1403 ,"G.I.D.C. ESTATE 
VERAVAL, Gujarat",2876232300,suninternationalveraval@gmail.,,"GU1/MT/382/22 31/05/2022 
30/05/2025",Frozen,"Frozen:Fish Wild(Ribbon Fish, Croaker Fish, Leather Jacket,,Sole Fish, Silver Pomfret, Chinese Pomfret,,Black Pomfret, Eel Fish, Lizard 
Fish,,Barracuda, Snapper, Japanese Threadfin Bream,,Reefcod, Stingray, Snapper, Cat Fish,,Indian Halibut, Bombay Duck, Indian Salmon,,Indian Thread Fin bream, Marlin, Sailfish) 
Frozen:Shrimp Wild(Shrimps (PUD, P & D, Head on, Headless, HL/TL)) Frozen:Shrimp Aquaculture(Shrimps (PUD, P & D, Head on, Headless, HL/TL) 
Frozen:Cuttlefish((Whole, Whole cleaned, Fillets, Strips, Tentacles)) Frozen:Squid((Whole, Whole cleaned, Tubes, Fillets, Strips,,Rings, Tentacles, Wings)) 
Frozen:Octopus((Whole, Whole cleaned, Gutted, Chopped))"
100,"M/S. VANITA FOODS Plot No. 312 & 313, ","G.I.D.C. Estate, Veraval 362269, Gujarat",2876232692,vanitafoods8@gmail.com,,"GU1/MT/380/21 12/10/2021 
11/10/2024",Frozen,"Frozen:Fish Wild(HISTAMINE FORMING FISHES,NONHISTAMINE FORMING FISH) 
Frozen:Shrimp Wild((PUD, PD, Head on, Headless, HL/TL) 
Frozen:Shrimp Aquaculture(PUD, PD, Head on, Headless, HL/TL) Frozen:Cuttlefish(Whole, Whole cleaned, Fillets, Strips, Tentacles) Frozen:Squid(Whole, Whole cleaned, Tubes, Fillets,,Strips,Rings, Tentacles, Wings) 
Frozen:Octopus(Whole, Whole cleaned, Gutted, Chopped)"
101,M/S. ZENITH EXPORTS PLOT NO. 317 ,"G.I.D.C.,ESTATE 
VERAVAL, Gujarat",362269,shehbaz@zasinfotech.com,www.zenithexport.com,"GU1/MT/361/19 09/09/2019 
08/09/2022","Frozen 
Chilled","Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN YELLOW 
CROAKER,,FROZEN SILVER POMFRET,FROZEN CHINESE 
POMFRET,,,FROZEN CHINESE POMFRET,FROZEN SOLE FISH ,,FROZEN REEF COD,FROZEN SQUID WHOLE,,WHOLE,FROZEN SPANISH,MACKEREL . FROZEN INDIAN MACKEREL ,,,FROZEN HORSE MACKEREL,,FROZEN LEATHER JACKET,FROZEN CUTTLE FISH,,FROZEN LIZARD FISH,FROZEN BOMBAY DUCK,,FROZEN BARRACUDA,FROZEN KINGFISH WHOLE,))"
,,,,,,,,"Frozen:Fish Wild(RIBBON FISH,YELLOW CROAKER,SILVER 
CROAKER,LEATHER JACKET,INDIAN MACKEREL,HORSE 
MACKEREL,COBIA FISH,SOLE FISH,YELLOW FIN TUNA,BONITO TUNA,SKIP JACK TUNA,LONG TAIL TUNA,MAHI MAHI 
FISH,SILVER POMFRET,BLACK POMFRET,EEL FISH,LIZARD FISH,BARRACUDA FISH,KING FISH,PINK SNAPPER,Japanese Threadfin Bream,KING FISH,REEF COD,COWTAIL STING 
RAY,CHINESE POMFRET,SEER FISH,LITTLE TUNNY,KING 
MACKEREL,BULL EYE,BIG EYE TUNA,SNAPPER,LONG SPINE GROUPER,THORNYCHEEK GROUPER,TIGER TOOTH 
CROAKER,SIN CROAKER,YELLOWTAIL SCAD,INDIAN
"
"
102",,"M/S.INDIAN EXPORTS Plot No 1316/1-2, 
G.I.D.C. Estate, 
Veraval, Gujarat",2876232466,indianexports.document@gmail.com,,"GU1/MT/227/12 19/12/2012 
18/12/2024","Frozen 
Dried","
SCAD,BIGEYE SCAD,DOUBLE SPOTTED QUEEN FISH,LEATHER SKIN,MALABAR TREVALLY,LARGE HEADED RIBBON 
FISH,HAIRTAIL RIBBON FISH,SPOTTED CAT FISH,GIANT MARINE CAT FISH,INDIAN OIL SARDINE,HILSA,INDIAN 
HALIBUT,SMOOTH WOLF HERRING,MALABAR TONGUE 
SOLE,BOMBAY DUCK,INDIAN SALMON,INDIAN 
THREADFIN,SWORD FISH,BLACK MARLIN,INDO PACIFIC SAIL FISH,INDIAN CONGER EEL,SEA BASS,GOAT FISH,PARROT 
FISH,MILK FISH,WHITE FISH,LONG SPINE SEA-
BREAM,BARRAMUNDI,GREY MULLET,CATLA) 
Frozen:Shrimp Wild(KARIKADI SHRIMP,INDIAN WHITE 
PRAWN,BLACK TIGER PRAWN,MANDAPAM FLOWER 
PRAWN,PACIFIC WHITE SHRIMP,FLOWER PRAWN,PINK 
SHRIMP,SAND SHRIMP,KING PRAWN,ARABIAN RED 
SHRIMP,DEEP SEA SHRIMP,KUTCH PRAWN,SPECKLED 
PRAWN,TIGER PRAWN,KURUMA PRAWN,RAINBOW 
PRAWN,HUNTER SHRIMP) 
Frozen:Cuttlefish(PHARAOH CUTTLEFISH,CUTTLE FISH,NEEDLE CUTTLEFISH,SPINELESS CUTTLEFISH) 
Frozen:Squid(SQUID,INDIAN SQUID,NEEDLE SQUID) 
Frozen:Octopus(OCTOPUS (MARBLED OCTOPUS)) 
Frozen:Lobster(RAW ROCK LOBSTER,SAND LOBSTER) 
Dried:Salted Jelly Fish(SALTED JELLY FISH)"
103,M/S.JALARAM KALIDAS EXPORTS ,"Plot No. 1841/1,Nr, Bhidiya Bridge, 
Somnath Road, 
Veraval, Gujarat",9824351701,jalaram.kalidas80@gmail.com,NIL,"GU1/MT/383/22 06/06/2022 
05/06/2025",Frozen,
104,M/S.PREMIER MARINE PRODUCTS ,"GIDC 
PLOT NO.814, 
VERAVAL, Gujarat",2876233140,premiermarine.document@gmail.com,,"GU1/MT/256/14 22/04/2014 
21/04/2024","Dried 
Others-Non Edible",
105,"M/S.REAL FROZEN FOODS PLOT NO.105/2, ","G.I.D.C., ESTATE, 
VERAVAL, Gujarat",8140708414,realfoodsvrl@gmail.com,,"GU1/MT/370/20 20/07/2020 
19/07/2023",Frozen,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN YELLOW 
CROAKER,FROZEN SILVER CROAKER,FROZEN SOLE 
FISH,FROZEN TIGER TOOTH CROAKER,FROZEN INDIAN 
MACKEREL,FROZEN HORSE MACKEREL,FROZEN LEATHER JACKET FISH,FROZEN REEF COD (GROUPER FISH),FROZEN EEL FISH,FROZEN SCAD FISH,FROZEN STING RAY,FROZEN SHAD FISH,FROZEN RED SNAPPER,FROZEN SEA BREAM,FROZEN RANI FISH,FROZEN SEER FISH,FROZEN CAT FISH,FROZEN 
BARRACUDA,FROZEN SAIL FISH,FROZEN BOMBAY 
DUCK,FROZEN MAHI MAHI,FROZEN BONITO TUNA,FROZEN YELLOW FIN TUNA,FROZEN SKIPJACK TUNA,FROZEN QUEEN FISH,FROZEN SQUID WHOLE,FROZEN OCTOPUS,FROZEN 
CUTTLE FISH,FROZEN SHRIMPS 
(KAPSI/FLOWER/KARIKADI/BROWN),FROZEN PUD)"
