company_name,Address,Tel,Mob,Fax,Email,fax
100. IGOOR COFFEE MERCHANTS LLP,"1039, DEVATHA 10TH CROSS, VIJAYANAGAR 1ST STAGE MYSURU-570017  |",,+1 416 875-3951,,igoorcoffee@beanandelephant.co,
101. GALAXY INTERNATIONAL,39 1170 PEARL C H S MUMBAI 400 075 MAHARASTRA  |,,9869164660,,galaxyint2@gmail.com,
102. OASIS EXPORTERRS,"32/1279, VEERATH BUILDING, VEERATH LANE, M.K.K. NAIR ROAD, PALARIVATTOM. COCHIN- 682025  |",,9446420166,,oasisexporters@yahoo.com,
103. BEAN THERE BEVERAGES PRIVATE LIMITED,"BEGINEST HARBOOR 2, 3488, CABIN NO. 2.3, 14TH MAIN, HAL 2ND STAGE, INDIRANAGAR, BANGALORE- 560008",,9900213792 |,,shankar@beanthere.in,
104. REDPRO IMPEX LLP,"10TH FLOOR, PP TOWERS, NETAJI SUBHASH PLACE, PITAM PURA, DELHI-110034",,9818204645 |,,rahul@redpro.us,
105. VARUN TEA ENTERPRISE,"4 GAYATRI COLONY, NEAR ADC BANK, ODHAV KADIYA NAKKA, ODHAV GAM, ODHAV AHMEDABAD-382415 GUJARAT  |",,8000572892,,varunteagroup@gmail.com,
106. AIYERS INTERNATIONAL,"#A2, VIJAY PRAVEENA, B-22, 10TH CROSS EAST, THILLAINAGAR, TRICHY-620018 TAMILNADU  |",,9698734130,,aiyers.international@gmail.com,
107. S V HOMEMADE PRODUCTS,1 137 VEEPAMPALAYAM VALLIPURATHANPALAYAM ERORE PERIYAR ERODE 638112 TAMIL NADU,,9442262472,,svhomemadeproducts@gmail.com,
108. JANUZ UNIVERSAL,"407, Mahinder Chambers, 619/28 W.T.Patil Marg Chembur, Mumbai - 400 071. INDIA",91.22.67729777 / 25205488,,,JANUZ@JanuzUniversal.in,
109. PJALADA ORGANIC CONSUMER PRODUCTS PRIVATE LIMITED,92/5 KENNALLI SEEGEHALLI CROSS MAGADI ROAD BANGALORE-560091 |  |,,9449829534,,msg@phaladaagro.com,
110. KOHLICO FOODS AND BEVERAGES PVT LTD,391 NARSI NATHA STREET MUMBAI400009 MAHARASHTRA,,9324233508,,msk@kohlicofoods.com,
111. FENNEL AGRO EXPORTS,"NO. 36, NEW STREET, ALINJIVAKKAM, VADAKARAI POST, REDHILLS, CHENNAI- 600052",,9841049425 |,,fennel.coffee@gmail.com,
112. VIJAY CHEMICALS,"A/102, Dilbahar C. H. S. Ltd., 33, East Cross Lane, Behind Hi-Life Mall, Santacruz West, Mumbai - 400 054  |",,99309 89094,,vijaychemicals1960@gmail.com,
113. RAJAMA EXPORTS,NO27 VANDALURNO27 VANDALUR CHENNAI 600048 TAMILNADU,,9976713333,,rajamaexport@gmail.com,
114. JMS EXPORTS,13 17 PARAKKODE KALLEKKAD PALAKKAD 678015 KERALA  |,,9400712391,,jmsxpo@gmail.com,
115. CONTIL INDIA LTD,"811 SIDDHARTH COMPLX R.C.DUTT ROA ALKAPURI BARODA 390 007, GUJARAT  |",,9824062060,,ccil27@yahoo.com/aconticredit@yahoo.co.in,
116. EASTERN RED RUBY FOOD PVT. LTD,"No. 3A, 3rd Street, Ganesh Nagar, GK Industrial Estate, Alapakkam, Porur, Chennai – 600 116.","+91 44-24765140,","+91 9940044439, 9444913311",,"info@imfrfood.com, nsrredruby@hotmail.com","+91 44-24765163,"
117. AFRAH TRADING,"NEW NO. 17 OLD NO. 13 WEST CEMETRY ROAD,OLD WASHERMENPET, CHENNAI- 600021  |",,9790984300,,afrahdottrading.2011@gmail.com,
118. FRUMAR MARKETING PVT. LTD,"., D-803, APARNA TOWERS,NEAR HARSHA TOYOTA SHOWROOMKONDAPUR HYDERABAD-500032, ANDHRA PRADESH  |",,91-40-20041464/0919603091371,,frumar999@gmail.com,
119. AERATH BUSINESS CORPORATION,"10/233, OLD 3/366A, KADANAD P.O, AIMKOMBU, KOTTAYAM KERALA-686653  |",,8281201797,,viswasfoods@gmail.com,
120. PORTIM CONSUMER PROUDUCT PRIVATE LIMITED,"64, HARIKRUSHNA BUNGLOW, KAMREJ CHAR RASTA, KAMREJ, SURAT, GUJARAT- 394180  |",,9909437473,,Pcpplindia@gmail.com,
121. UVARAJAS TEX TRADE,47 FIRST STREET SIVANANDA COLONY COIMBATORE TAMIL NADU 641 01247 FIRST STREET SIVANANDA COLONY COIMBATORE,,9894447350,,uttexports@yahoo.com,
122. COSTA COFFEE INDIA PRIVATE LIMITED,"Plot No. 19A, 2nd Floor, Sector – 16A, Noida - 201301, Uttar Pradesh, India  |",,99907 30502,,Abhinay.Dubey@in.gt.com,
123. AGINI TRADERS,OLD NO 10A NEW NO 211 OLD NO 10A NEW NO 211 PERIYAR NAGAR VAIYAPURI NAGAR NORTH KARUR 639002,,9894839408,,nach12383@gmail.com,
124. DAFFODILS,"TC 71/5054, CHALAI P O,, THIRUVANANTHAPURAM, THIRUVANANTHAPURAM, KERALA, 695036  |",,9847578557,,munnamujib@gmail.com,
125. WAYANAD SPICE VILLAGE,"NO. 600B, CHETTAPALAM POST, PULPALLY, WAYANAD, KERALA- 673579  |",,7902421203,,albinum@gmail.com,
126. MEERA MARKETING,204 GHYANSHYAM ENCLAVE PREMISES SOCIETY LTD NEAR LALJIPADA POLICE CHAUKI KANDIVALI WEST- 400067  |,,9892057075,,exporter.coffee@gmail.com,
127. MATHA TRADERS,XIII 366 1 XXIV 238 1XIII 366 1 XXIV 238 1 KOTTAYAM 686102 KERALA  |,,9495558480,,mathatraders777@gmail.com,
128. MEMADATHIL EXPORTERS,04/168A PULINTHANAM – POTHANICAD PANCHAYATHPADY ROAD POTHANICAD PO ERNAKULAM KERLA 686671,,9447757960,,baby.john@rediffmail.com,
129. DHIYA FOODS,"37/14,Door No.3, Robertson Lane,Mandaveli, Chennai 600028",,9894414264,,dhiyafoods@gmail.com,
130. CPG IMPEX (I) PRIVATE LIMITED,"A-123, FLR 1 A WING MUMBAI PUNE, MM, SHRAMJIVAN PREMISES WADALA TRUCK MUMBAI- 400037  |",,9820026713,,akashmjain@cpgimpex.com,
131. SEVEN BEANS COFFEE COMPANY PVT.LTD,"ANYUTA, 2ND FLOOR, #31/18, LOYOLA LAYOUT MAIN ROAD, SHANTHALA TOWN, BANGALORE-560 047 KARNATAKA |  |",,080-25570097/98,,abhijit@sevenbeans.co,
132. HOUSE OF RAMAPURAM FOODS PRIVATE LIMITED,2ND FLOOR MUSEUM ROAD BENGALURU- 560025  |,,9900542412,,emmanuel1.r@evolveback.com,
133. SELMAX EXPORTS PVT LTD,28 CREATIVEIND 28 CREATIVEIND MUMBAI 4000098 MAHARASHTRA  |,,91 222 666 6058,,mail@selmax.co.in,
134. RANJITH AGRO FOODS,"12, ALAGIRI STREET, GROUND FLOOR, RED HILLS ROAD, THEN PALANI NAGAR, KOLATHUR,",,044 26200225,,admin@qualitychef.in www.qualityc,
135. NEXT MOVE,"GH-14/897 PASCHIM VIHAR, NEW DELHI 110087",,9899429430,,sangu11@hotmail.com,
136. ROCKLANDS COFFEE COMPANY,4 38 ROCKLANDS ESTATE 4 38 ROCKLANDS ESTATE GUDALUR TAMIL NADU- 643211,,9443261752,,roclandscoffee@gmail.com,
1. WEST HILL COFFEE PVT. LTD,"NO.511, 7TH MAIN, HIG COLONY, RMV 2ND STAGE, HEBBAL, BANGALORE-560 094, KARNATAKA  |","+91 80 23415044,",+91 9840033098,,ajay@westhillcoffee.com,
2. NOBLE NATURAL RESOURCES INDIA PVT.LTD,"NBCC PLAZA, TOWER 4, 5TH FLOOR, PUSHP VIHAR, SECTOR-5, SAKET, NEW DELHI-110 017",+91 11 61317300,,,aloksanyal@thisisnoble.com,
"3. SALDANHA INTERNATIONA,","LK.M.ROAD, KERALOOR, SANYASIHALLI POST, BELUR TK., HASSAN DIST, BELUR-573 115, KARNATAKA.  |","+91 8177 722470/776,",,,bcct_saldanha@yahoo.in,+91 8177 722773
4. BRINDAVAN TRADERS,"160, 1ST MAIN ROAD, SESHADRIPURAM BANGALORE-560 020, KARANTAKA","+91 80 23369599,",+91 9945639610,,"bri_trs@yahoo.co.in, brindavantrs@gmail.com.",+91 23464125
5. WAYANAD SOCIAL SERVICE SOCIETY,"E.P.V.334-A, MANANTHAVADY, WAYANAD-670 645, KERALA","+91 4935 240314/273013,",,,info@wsssindia.com,+91 4935-242388
6. S.P.G. RAMASWAMY NADAR & SONS,"77/1, SOUTH CAR STREET,VIRUDHU NAGAR - 626 601, TAMILNADU.  |","+91 4562 243364,","+91 9443143364, 9443146164",,spgr07@hotmail.com,
7. C.N.COFFEE TRADING CO.,"NEAR MADINA MASJID, SHARIEFF STREET CHIKMAGALUR-577 101, KARNATAKA",,"+91 94480 82042,",,ratishtax@gmail.com,
8. SYNCOM FORMULATIONS (INDIA) LIMITED,"7, NIRAJ INDL.ESTATE, OFF-MAHAKALI CAVES ROAD, ANDHERI (EAST), MUMBAI-400 093, MAHARASHTRA  |","+91 22 30887744/45/46,",+91 9322404677,,"sl87@hotmail.com, syncomvb@hotmail.com",
9. BOLA RAGHAVENDRA KAMATH & SONS,"KUKUNDUR, KARKALA-576 117 UDUPI DIST, KARNATAKA.","+91 8258 230262,",,,bola@bolacashew.co,"+91 8258 231128,"
10. BLUE LEAF TRADING COMPANY,"488 WARD NO.2, KARUKUTTY POST, ANGAMALY ERNAKULAM-683576, KERALA","+91 9249519028,",,,blueleaftc@gmail.com,
11. GD FOODS & BEVERAGES PVT. LTD,"62/1, KODAMBAKKAM HIGH ROAD, T.NAGAR, CHENNAI-600 034, TAMILNADU","+91 44 28143557,  | Mob+91 9150955555",,,"coffee@gdfoods.com, raja@gdfoods.com",
12. INDIAN ORGANIC FARMERS PRODUCERS CO. LTD,"THOTTUMUGHAM P.O.ALUVA, KOCHI-683 105, KERALA","+91 484 2620 659,",+91 9446657790,,"info@iofpcl.com,  joychenmv@yahoo.co.in","+91 484 2620659,"
13. AURORACHANA,"HOPE, Auroville Road, Auroville, Tamilnadu – 605 101.  |","+91 413 2622175,",+91 978666081/82,,candc@auroville.org.in,
14. COINS FOODS AND SPICES PVT. LTD,"'RAGAM` 28/3060B (New 55/3149), Cheruparambathu 2nd Cross Road, Kadavanthara Post, Cochin – 682 020.","+91 484 2319474, 2320329,",+91 9447598912,,mail@coinsfoods.com,
"15. GANPATI MILLS,","Vill. Kutail Road, Karnal – 132 037. Haryana.  |","+91 1748-257598,","+91 8395983287, 9416035957,",,ganpatimillsknl@gmail.com,
"16. M.D FOODS,","901/2, 9th Floor, Stellar,Sion Trombay Road, Chembur East, Mumbai – 400 071.  |","+91 2522-646250,","+91 98200 30170, 9833768292",,info@egrocers.co.in,
17. SEA-LAND IMPEX PVT. LTD,"., 4A/19, Thaliyapatti, Velliyanai Post, Karur – 639 118.  |","+91 4324-281246,","+91 9842120347,",,"sealandimpex@yahoo.co.in, sealandimpex2013@gmail.com",
"18. S & J SALES CORPORATION,","T.C 26/863, Glass House, Panavila Jn, Trivandrum – 695 014. India","+91 471-4097000,","+91 9895068106,",,"stanley@sandjonline.com, accounts@sandjonline.com.","+91 471-2324278,"
"19. 	WINDSOR IMPORTS & EXPORTS,","No.1, Jeeva Nagar, Thiruvanmiyur, Chennai – 602 024","+91 44 – 2687 2774,","+91 98843 00661, 90940 44868",,"windsorimpex2015@gmail.com, export@windsorimpex.com",
20. ANIL AND COMPANY,"212, ADAMJI BUILDING, 2ND FLOOR,413, NARSHI NATHA STREET, MUMBAI-400 009 MAHARASTRA  |","022-342 2388,342 9827",,,anilco@anilcospices.com,
21. SANA EXPORTS,"POST BOX BO.2, J.M.ROAD, BUNDER MANGALORE – 575 001. KARNATAK",0824-242211,,,hibaco203@gmail.com,
22. MAS ENTERPRISES LIMITED,"X/677-B, MAX JUNCTION, VANDANMEDU POST, IDUKKI-685 551, KERALA","04868-277077, 277099",,,mail@masindia.co,
23. GEM COFFEE,"1ST FLOOR, KRISHNASHETTY BUILDING, I.G.ROAD, OPP.VYSA HOSTEL, CHIKMAGALUR-577 101 KARNATAKA,  |",08262-238639,,,gemcoffee@hotmail.com,
24. MATHESON BOSANQUET ENTEPRISES LTD,"""SUA HOUSE"", 26/1, KASTURBA CROSS ROAD, BANGALORE-560 001, KARNATAKA.",080-2668733/2667223/3957186,,,suresh@mathesonbosanquet.com,
25. LANDMARK EXPORTS,"T.C. 36/138-2, VALLAKKADAVU, EANCHAKKAL, TRIVANDRUM-695 008, KERALA STATE",0471-2507038,,,lanexps@hotmail.com,
26. NILAMEL EXPORTS,"TC: 10/94, HOUSE OF NILAMELS, KILLIYAR GARDENS, PEROORKADA P.O. TRIVANDRUM-695 005. KERALA STATE.  |",91-471-2438051/2438052,,,nilamel@vsnl.com,
27. KARTHIK EXPORTS,"# 48, THATHA MUTHIAPPAN STREET, CHENNAI-600 001. TAMILNADU","044-25244516/42163516,",9380748286,,karthikexports2010@gmail.com,
28. GANESH FOOD PRODUCTS (P) LTD,"#63/2, RESERVOIR CROSS ROAD, BASAVANAGUDI BANGALORE-560 061. KARNATAKA","080-26674252,",9606048214,,"sales@bayarscoffee.com, br@bayarscoffee.com",
29. BHAVANI COFFEE WORKS,"# 5, 1ST CROSS, 3RD MAIN, NEW THARAGUPET, BANGALORE-560 002. KARNATAKA",,9845517026,,vinay@bhavanikoffee.co.in,
30. THOGARIHUNKAL ESTATES PVT. LTD,"., THOGARIHUNKAL HOUSE # 95, 3RD MAIN, VYALIKAVAL BANGALORE-560003,  KARNATAKA",91-80-23369675,9886000788,,thogarihunkal@yahoo.co.in,
31. AL GLOBAL STAR PVT. LTD,"RZ-7, NEW UTTAM NAGAR NEW DELHI-110 059.",,,,info@alglobalstar.com,
32. BLUE STAR COFFEE CURING WORKS,"No. III/423, B&A, NENMENI, NENMENI POST, SULTHAN BATHERY, WAYANAD-673 592.",04936-221302,,,bluestarcoffeecuring@gmail.com,
33. DECCAN TRADERS,"KP XI/17. MECHERIL, CHENKARA P.O. VANDIPERIYAR, IDUKKI DT, KERALA.",04968 2301662,,,dt.deccantraders@gmail.com,
34. RANJITH AGRO FOODS,"12, ALAGIRI STREET, GROUND FLOOR, RED HILLS ROAD, THEN PALANI NAGAR, KOLATHUR, CHENNAI-600 099, TAMIL NADU |  |",044 26200225,,,admin@qualitychef.in web: www.quality.com,
35. AERATH BUSINESS CORPORATION,"III/366A, KADANAD POST, RAMAPURAM KOTTAYAM-686 653. KERALA","0481 2265620,",097455 76777,,"sonyaeram@gmail.com, Web: www.viswasfoo",
36. IMEX SOURCING,"9/726 B, KONIKKAL BUILDING, CHEROOTY ROAD, KOZHIKODE-673 001, KERALA","0495 4040135,",9447706135,,support@imexsourcing.com,
37. ACCESSO GLOBAL SERVICE,"B-4/107, BHAGIRATHI VIHAR PHASE-II DELHI-110 094",011-22183407,,,info@accessogs.com,
38. GURUKRUPA TRADING,"A 21, MAYUR MARKET AT KESHOD, DIST. JUNAGADH, GUJARAT-362 220  |",,"8347413950, 990481670",,ramguru.exports@gmail.com,
39. NELLIKAD EXPORTS,"NELLIKAD ESTATE, PB NO.-4, POLLIBETTA POST SOUTH KOORG-571215",08274-251004,,,tej@rediffmail.com,
40. SPECTRA INTERNATIONAL LTD,"GRANDEUR BULD, 4TH FLOOR, VEERA DESAI ROAD, OPP GUNDECHA,SYMPHONY, ANDHERI-WEST, MUMBAI-400 053. MAHARASTRA",022-40694069,,,info@siplindia.co.in,
"41. SPICES ASIA,","60, SULOCHANA STREET, VIRUDHUNAGAR, TAMILNADU.  |",04562-245191,,,kumaran@spicesasia.co.in,
42. SAFINA IMPEX,"#103, ST.JOHNS CHURCH RD, BANGALORE-560 005, KARNATAKA",080-25548601,,,sana.impex@gmail.com,
43. HARIHAR FOODS PVT LTD,"A-16, MOHAN ESTATE, OPP.ANUPAM CINEMA, KHOKHARA, AHMEDABAD-380 008, GUJARAT  |",079-22934293,,,accounts@shreeganeshmasala.com hariharfoods@shreeg,
44. CHEMBRA COFFEE COMPANY,"NO.2, II FLOOR, 5TH MAIN,RMS LAYOUT P.O.ROAD, SANJAYNAGAR BENGALURU-560094, KARNATAKA,","080-23511621,",,,c1peak@yahoo.co.in,
45. SUPER KNIT WEAR,"S.F.NO.271/1, DOOR NO.207/44-A, UTHUKULI MAIN ROAD, KURUMARAMPA,MANNARAI POST, TIRUPUR-641 607, TAMIL NADU  |","0421-4338553,","9842085553,",,info@supernaturales.in,
46. GREENSHORE EXPORTS,"63/1688-B1, EWS-556 MAVELI ROAD, GANDHI NAGAR, KADAVANTHRA KOCHI-682020, KERALA","0484-4013105,","9447487194,",,greenshoreexports@gmail.com,
47. NSP INTERNATIONAL,"D-803, APARNA TOWERS, KONDAPUR, HYDERBAD, TELANGANA 500084. |  |","040-40240599,",,,nspinternational2015@gmail.com,
48. GREAT EXIM,"No.96, MOORE STREET, GEORGE TOWN, CHENNAI. TAMIL NADU,","044-25233827,",,,greatexim2011@gmail.com,
49. PAHILAJRAI JAIKISHIN AND COMPANY,"MAKHIJA CHAMBERS, 6TH FLOOR, 196 TURNER ROAD, BANDRA WEST, MUMBAI – 400050. MAHARASHTRA","022-26406080,",,,ygrupani@gmail.com,
50. BROCADE EXPORTS,"#12, M.R. NAGAR, 5TH STREET, PUTHUR ROAD, DHARAPURAM ROAD, TIRUPUR-641608 TAMIL NADU |  |","0421-4329033,",,,nithiyanand@brocadeexports.com,
51. DEEPA INTERNATIONAL,"B-124 REGENCY PLAZA, NEAR VALDHUNI BRIDGE, KALYAN AMBERNATH ROAD,ULHASNAGR, MUMBAI- 421003. MAHARASHTRA  |",,"+91 9320208282, 9960707011,",,deepainternational100@gmail.com,
52. SEEDS AGRO PRODUCTS AND SERVICES PRIVATE LIMITED,"1/436, LAKSHMI NAGAR, AATHIPATTI, SEMPATTI PO, ARUPPUKOTTAI-626101, TAMILNADU",,"+91 4566 240744,",,exports.seedsagroproducts@gmail.com,
53. SEAIRLAND EXPORTS,"No.28/29, GOPINATH, 3RD MAINROAD, SRINARAYANA NAGAR, VETTUVANKENI, CHENNAI-600115, TAMIL NADU",,"09840494455,",,fabismasala@gmail.com,
54. RICHES GEMSTONES,"168/C, BLOCK A C, SHALIMAR BAGH NEW DELHI WEST, DELHI-110080  |",,"+918587043255,",,sanjaymassey@yahoo.co.in,
55. ASIA TEA ENTERPRISES,"11/426, KETTI P.O THE NILGRIS-643215, TAMILNADU","0423-3200032,",,,venkateshraj@gmail.com,
56. FIDES TEA IMPEX PVT LTD,"B-6/121, SECTOR-8, ROHINI, NEW DELHI-110085,",,"9871656199,",,desimpex@yahoo.in,
57. NATIR EXPORTS,"XIII/128-1, AMER SMRITHI, KALPAKA COLONY,WEST NADA, GURUVAYUR, THRISSUR, KERALA-680101  |","04889-2557700,","9447171010,",,natirexports@gmail.com,
58. DAVE & BECK FOODS,"PLAZA DE VICTOR, 42E/1 SINGARATHOPE TRICHY – 620008, TAMILNADU",,"+91 9942810648,",,john_chellappa@hotmail.com,
59. HARTFORD & LOWELL TRADING LTD,"2ND BLOCK, HALLIGATT U VILLAGE, PONNAMPET POST, VIRAJPET TALUK, KODAGU – 571216, KARNATAKA",,"+91 9902498424,",,getta.bon@gmail.com,
60. NAGA COFFEE PRIVATE LIMITED,"2441, 2ND FLOOR, HUDSON LINE, NEAR GTB METRO STATION, NEW DELHI – 110009,  |",,"+91 9810956398,",,pilter@nagalandcoffee.com,
61. S V HOMEMADE PRODUCTS,"1/137 VEEPAMPALAYAM, VALLIPURATHANPALAYAM ERODE – 638112, TAMIL NADU",,"+91 9442262472,",,svhomemadeproducts@gmail.com,
62. SPICE CULTURE,"NO.138, KAMBALAGADDE ESTATE, GANDAGHATTA, SRINGERI, CHIKMAGALUR – 577139, KARNATAKA  |",,"+91 9008658246,",,kmkarthik.gowda@gmail.com,
63. A R TRADING COMPANY,"DOOR NO.EP-V/285, NALLOORNAD P.O. THONICHAL, MANANTHAVADY, WAYANAD-670645, KERALA  |",,"+91 9744801831/9447030505,",,artrading@hotmail.com,
64. ASHIRWAD IMPEX,"1/21 NORTH STREET, OMANDUR,TRICHY, TAMILNADU - 621006 |  |","0431-735848541,",,,ashirwadimpex2016@gmail.com,
65. KANNAN JUBILEE COFFEE COMPANY,"325, VISWANATHAPURAM, THUDIYALUR, COIMBATORE – 641034, TAMILNAD  |",0422-2642754,,,info@kannanjubileecoffee.com,
66. NAGAI SUN EXPORTERS (INDIA) PVT LTD,"NO.51, OLD NO.40, 2ND FLOOR STREET, SECRETARIAT COLONY, KILPAUK, CHENNAI, TAMILNADU - 600010  |",044-26431821,,,nagaisunexporters@gmail.com,
67. PYNADATH IMPEX PRIVATE LIMITED,"II/425, CHITTINAPPILLY, MALAYAKUNNU, ANGAMALY, ERNAKULAM – 683576, KERALA","0484-2450056,",,,pynadathtraders@gmail.com,
68. KOUSI EXPORTS,"NO5, THOLKAPPIAR STREET, PAMMAL, CHENNAI – 600075, TAMIL NADU",,"+91 9841688192,",,subbukalai05@gmail.com,
69. RISALI VENTURES,"No.31, NEHRU ROAD, ST.THOMAS TOWN, KAMMANAHALLI, BENGALURU, KARNATAKA - 560084  |",,"+91 9972531003,",,vasudev.santash@gmail.com,
70. ADARSH AGENCIES,"G3G, VEENA VADAN COOP SOC, 4TH CROSS LANE, DANA BUNDER, MUMBAI – 400009, MAHARASHTRA","022-65069977,",,,info@adags.com,
71. HAMNA EXPORTS,"BUILDING No KP111/8, GROUND FLOOR, AJPMC SHOP BUILDING, AYIPPUZHA PO, IRIKKUR, KANNUR – 670593, KERALA",,"+91 9605183809,",,hamnaexport@gmail.com,
72. APT REALTY PRIVATE LIMITED,"115 NEW INDIA INDUSTRIAL ESTATE,PLOT No. 33O, FFM MAHAKALI CAVES RD, ANDHERI EAST, MUMBAI 400093, MAHARASHTRA","022-26138003,",,,aptreality@gmail.com,
73. SMJ EXPORTS PVT.LTD,". A-333, SHASTRI NAGAR JODHPUR – 342003, RAJASTHAN","0291-2570946,","9672273561,",,tarunbafna@smjspices.com,
74. SINGH AND SIMON VITTLES PRIVATE LIMITED,"350, BANK ENCLAVE, JALANDHAR – 144001, PUNJAB",,"+91 9872412491/8086359500,",,singhandsimon@gmail.com,
75. UNIQUE SPICES,"405/7, KUNJATTUKARA, EDATHALA P.O ALUVA ERNAKULAM – 683561, KERALA",,"+91 9947200959,",,uniquespicesindia@gmail.com,
76. EXCELL AGENCY,"FLAT NO.101, SPRING BLOSSOM, A-WING, NEAR GANGA GARDEN, MUNDHWA ROAD, PUNE – 411036, MAHARASHTRA",,"0727680060,",,anthony@excellagency.co.in,
77. PORTWAYS EXPORTS,"8/B, SALEM ROAD NAMAKKAL – 637001, TAMILNADU","04286-275973,",,,portwayexports@gmail.com,
78. CHAKRA DRUGS PRIVATE LIMITED,"NO.38, SEKKIZHAR VEETHI, BIBIKULAM MADURAI-625002, TAMILNADU","0452-2533245,",,,sales@chakradrugs.com,
79. VICHAKSHANA CREATIONS,"NO27, 3RD CROSS, GANGAROAD, MANJUNATHA LAYOUT, MARATHAHALLI, BANGLAORE – 560037, KARNATAKA",,"+91 9845650155,",,sound26@yahoo.com,
80. GENERAL TRADING COMPANY,"No.5-80-11, 1ST LANE, ASHOK NAGAR, GUNTUR – 522002, ANDHRA PRADESH  |","0863-2351111,",,,raveendranath.k.nani@gmail.com,
81. SARWAM NATURALS PRIVATE LIMITED,"A-007, GOPALAN JEWELS, KONANAKUNTE CROSS, KANNAKAPURA MAIN ROAD,BENGALURU URBAN, KARNATAKA - 560062,","080-48668090,",,,info@sarwam.net,
82. SHANMUGAVEL AND CO,"48, MELA PANDIAN AGIL STREET, WEST MASI STREET, MADURAI – 625001, TAMILNADU,","0452-2346251,",,,manshun3@gmail.com,
83. SAPPHIRE IMPEX,"CN48, GROUND FOOLR, OLD JASOLA VILLAGE, NEAR LADY FATIMA CHURCH, NEW DELHI 110025,","011-4991846,",,,sapphire_estate@hotmail.com,
84. L M J SERVICES LTD,"2, TRANSPORT DEPOT ROAD, KOLKATA – 700088, WEST BENGAL","033-22310950,",,,admin@lmjgroup.in,
85. GREEN EXIM,"FLAT NO 202, YOGITHA RESIDENCY, MADHAVADHARA, VISAKHAPATNAM, ANDHRA PRADESH - 530018",,"+91 9985432976,",,greenexim789@gmail.com,
"86. 3 BEANS,","SP 132B, 9TH STREET, 3RD MAIN ROAD, AMBATTUR INDL.ESTATE,CHENNAI 600 058, TAMILNADU",,"9952973764,",,info@3beans.in,
87. 3Y ENTERPRISES,"KOLLPARAMBIL, PERUMPAZHUTHOOR POST, NEYYATTINKARA - 695 126 |  |",,"9446341236,",,franklindrsoumya@gmail.com,
88. 7 BEAN COFFEE CO,"174, NAGAWARPALYA ROAD, CV RAMAN NAGAR, BANGALORE-560093 |  |",,"9845229225,",,Idrisahmedbankal@gmail.com,
89. A A INTERNATIONAL TRADING CO,"144/4, SHASTRI APTS, 4, MOLEDINA ROAD, PUNE- 411001, MAHARASHTRA",,"9822010951,",,aaitco@gmail.com,
90. A B N TRADES ALLEPPEY,"VII 760C, ALLEPPEY- 688532, KERALA",,"9061440999,",,qc@abntrades.com,
91. A D INTERNATIONAL,"C FF 112, TITANIUM CITY CENTER, NR SACHIN TOWER, 100 FT ROAD, SATELLITE, AHMEDABAD - 380015",,"9925334555,",,adinternational111@gmail.com,
92. A TO Z GLOBAL INTERMEDIATE SERVICES PRIVATE LIMITED,"128, A SIDDHAR KOIL MAIN ROAD,KANDAMPATTY BY PASS SALEM, TAMIL NADU 636005",080-37437021|,,,muthubpsclm@gmail.com,
"93. A 2 Z IMPORT N EXPORT,","3RD FLOOR, F6 R B HOUSE, J P CHOWK KHANPUR, AHMEDABAD GUJRAT - 380001",,6353389554,,a2zimportnexport@gmail.com,
"94. AARURAN TRADERS,","5D/486, N.G.O COLONY 3, GANESH NAGAR - 628008",,"9442624691,",,aarurantraders@gmail.com,
95. ABI TELENET,"1101-02 VIKARAM TOWER, RAJENDRA PLACE, NEW DELHI 110008, |  |",,"9818201268,",,ganesh@gabi.co.in,
96. ABRA EXPORTS PRIVATE LIMITED,"NO. 62/29 JAYALAKSHMI APARTMENT,NORTH BOAG ROAD, T. NAGAR, CHENNAI-600017",,"9840309847,",,charuharini20@gmail.com,
97. ADITHYA TRADERS,"MADDURUPADU, KAVALI, SPSR NELLORE, ANDHRA PRADESH - 524201 |  |",,7989646770,,vikasjain@adityatrading.com,
98. ADORBALE FOOD PRODUCTS,"NO. 152A, KRISHNAMACHARI NAGAR, 5TH STREET, ALAPAKKAM, CHENNAI, TAMILNADU - 600116",,7550118489,,info@dorablefoodproducts.com,
99. ADVANTAGE AGRI GAIN INTERNATIONAL PVT LTD,", PLOT NO CTS 104 A, CARNIVAL HOUSE, GEN A K VAIDYA MARG OFF, WESTERN EXPRESS HIGHWAY, DINDOSHI MALAD EAST, MAHARASHTRA- 400097",,"9967517757,",,Jijo.john@advantageagri.com,
"100. AFRI TRADE,","1507, ST. NO. 6, NEW CHANDER NAGAR, LUDHIANA-141001. |  |",,"9888985198,",,theafritrade@gmail.com,
101. AHINSHA CHEMICALS LTD,", 707, N.T. ROAD NALBARI, ASSAM-781354  |",,"9324004257,",,ahinshachemicals@gmail.com,
"102. AIYERS INTERNATIONAL,","A2 VIJAY PRAVEENA, B 22 10TH CROSS,EAST THILLAINAGAR TRICHY – 620018, KERALA  |",,"9698734130,",,aiyers.international@gmail.com,
"103. AKENDRA IMPORT EXPORT,","COLONY MAIN ROAD, ADAMBAKKAM, CHENNAI-600088 |",,8754551745,,akendraimportandexports@gmail.com,
104. AKSHAR BIO -SCIENCE,"1/4115, GIDC PHASE NEAR NIKA TUBE CHOKDI VATVA AHMEDABAD, GUJATAT - 382445",,"9824357110,",,aksharbioscience@gmail.com,
